Company,Product ID,Product,Variation,url,DIV,Intro rate,Intro rate term,Intro rate type,Comparison Rate,Fixed loan revert rate,Application fee,Legal fee,Valuation fee,Settlement fee,Other upfront fee (% of loan),Service fee,Service Term,Discharge fee,Minimum loan amount,Maximum loan amount,Minimum LVR,Maximum LVR,Availability,Repayment Type,Repayment Frequency,Extra repayments,Repayment holidays,Redraw facility,Minimum redraw amount,Split account,Offset account,Other restrictions,Other benefits,Interest Rate,Term,Variation ID
The Rock,5165,Fixed Rate Loan,Fixed Rate Loan (LVR>90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_5165 clearfix,,0 Months,none,5.62%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",90.00%,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.49%,Fixed 2 year rate,5165 Fixed 2 year rate
The Rock,5165,Fixed Rate Loan,Fixed Rate Loan (LVR>90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_5165 clearfix,,0 Months,none,5.54%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",90.00%,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.59%,Fixed 3 year rate,5165 Fixed 3 year rate
The Rock,5165,Fixed Rate Loan,Fixed Rate Loan (LVR>90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_5165 clearfix,,0 Months,none,5.46%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",90.00%,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.79%,Fixed 5 year rate,5165 Fixed 5 year rate
The Rock,4655,Fixed Rate Loan,Fixed Rate Loan (LVR<80% Owner Occupier Interest Only),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_4655 clearfix,,0 Months,none,5.87%,5.93%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.09%,Fixed 1 year rate,4655 Fixed 1 year rate
The Rock,4655,Fixed Rate Loan,Fixed Rate Loan (LVR<80% Owner Occupier Interest Only),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_4655 clearfix,,0 Months,none,5.69%,5.93%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.04%,Fixed 2 year rate,4655 Fixed 2 year rate
The Rock,4655,Fixed Rate Loan,Fixed Rate Loan (LVR<80% Owner Occupier Interest Only),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_4655 clearfix,,0 Months,none,5.54%,5.93%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.04%,Fixed 3 year rate,4655 Fixed 3 year rate
The Rock,4655,Fixed Rate Loan,Fixed Rate Loan (LVR<80% Owner Occupier Interest Only),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_4655 clearfix,,0 Months,none,5.57%,5.93%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.79%,Fixed 5 year rate,4655 Fixed 5 year rate
The Rock,2329,Fixed Rate Loan,Fixed Rate Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_2329 clearfix,,0 Months,none,5.71%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.29%,Fixed 1 year rate,2329 Fixed 1 year rate
The Rock,2329,Fixed Rate Loan,Fixed Rate Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_2329 clearfix,,0 Months,none,5.62%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.49%,Fixed 2 year rate,2329 Fixed 2 year rate
The Rock,2329,Fixed Rate Loan,Fixed Rate Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_2329 clearfix,,0 Months,none,5.54%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.59%,Fixed 3 year rate,2329 Fixed 3 year rate
The Rock,2329,Fixed Rate Loan,Fixed Rate Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_2329 clearfix,,0 Months,none,5.58%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,5.09%,Fixed 5 year rate,2329 Fixed 5 year rate
The Rock,4656,Fixed Rate Loan,Fixed Rate Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_4656 clearfix,,0 Months,none,5.91%,5.93%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.49%,Fixed 1 year rate,4656 Fixed 1 year rate
The Rock,4656,Fixed Rate Loan,Fixed Rate Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_4656 clearfix,,0 Months,none,5.82%,5.93%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.69%,Fixed 2 year rate,4656 Fixed 2 year rate
The Rock,4656,Fixed Rate Loan,Fixed Rate Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_4656 clearfix,,0 Months,none,5.74%,5.93%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.79%,Fixed 3 year rate,4656 Fixed 3 year rate
The Rock,4656,Fixed Rate Loan,Fixed Rate Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_4656 clearfix,,0 Months,none,5.78%,5.93%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investment,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,5.29%,Fixed 5 year rate,4656 Fixed 5 year rate
The Rock,4942,Basic Variable,Basic Variable (<80% LVR Owner Occupied Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Basic-Variable/6560,fragment product_id_4942 clearfix,n/a,0 Months,none,3.82%,n/a,$0.00,$0.00,$0.00,$350.00,none,$0.00,,$250.00,"$100,000","$3,000,000",none,80.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$500.00,yes,no,none,none,3.79%,N/A,N/A
The Rock,4943,Basic Variable,Basic Variable (<90% LVR Owner Occupied Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Basic-Variable/6560,fragment product_id_4943 clearfix,n/a,0 Months,none,3.82%,n/a,$0.00,$0.00,$0.00,$350.00,none,$0.00,,$250.00,"$100,000","$3,000,000",80.00%,90.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$500.00,yes,no,none,none,3.79%,N/A,N/A
The Rock,4944,Basic Variable,Basic Variable (<95% LVR Owner Occupied Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Basic-Variable/6560,fragment product_id_4944 clearfix,n/a,0 Months,none,4.69%,n/a,$0.00,$0.00,$0.00,$350.00,none,$0.00,,$250.00,"$100,000","$3,000,000",90.00%,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$500.00,yes,no,none,none,4.66%,N/A,N/A
The Rock,4945,Basic Variable,Basic Variable (<80% LVR Owner Occupied Interest Only),https://mozo.com.au/home-loans/information/the-rock/Basic-Variable/6560,fragment product_id_4945 clearfix,n/a,0 Months,none,4.02%,n/a,$0.00,$0.00,$0.00,$350.00,none,$0.00,,$250.00,"$100,000","$3,000,000",none,80.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$500.00,yes,no,none,none,3.99%,N/A,N/A
The Rock,4946,Basic Variable,Basic Variable (<80% LVR Investment Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Basic-Variable/6560,fragment product_id_4946 clearfix,n/a,0 Months,none,4.22%,n/a,$0.00,$0.00,$0.00,$350.00,none,$0.00,,$250.00,"$100,000","$3,000,000",none,80.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$500.00,yes,no,none,none,4.19%,N/A,N/A
The Rock,4947,Basic Variable,Basic Variable (<80% LVR Investment Interest Only),https://mozo.com.au/home-loans/information/the-rock/Basic-Variable/6560,fragment product_id_4947 clearfix,n/a,0 Months,none,4.42%,n/a,$0.00,$0.00,$0.00,$350.00,none,$0.00,,$250.00,"$100,000","$3,000,000",none,80.00%,Investor,Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$500.00,yes,no,none,none,4.39%,N/A,N/A
Southern Cross Credit Union,4845,Variable Home Loan,Variable Home Loan 12 Month Discount Special (Owner Occupier),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Variable-Home-Loan/6411,fragment product_id_4845 clearfix,3.68%,12 Months,Variable,5.13%,n/a,$699.00,$275.00,$300.00,$150.00,none,$0.00,,$0.00,"$10,000",none,none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,yes,none,none,5.18%,N/A,N/A
Southern Cross Credit Union,4125,Variable Home Loan,Variable Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Variable-Home-Loan/6411,fragment product_id_4125 clearfix,n/a,0 Months,none,5.28%,n/a,$699.00,$275.00,$300.00,$150.00,none,$0.00,,$0.00,"$10,000",none,none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,yes,none,none,5.18%,N/A,N/A
Southern Cross Credit Union,4126,Variable Home Loan,Variable Home Loan (Investment),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Variable-Home-Loan/6411,fragment product_id_4126 clearfix,n/a,0 Months,none,5.68%,n/a,$699.00,$275.00,$300.00,$150.00,none,$0.00,,$0.00,"$10,000",none,none,95.00%,Investor,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,yes,none,none,5.58%,N/A,N/A
Southern Cross Credit Union,4127,Platinum Home Loan,Platinum Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan/6412,fragment product_id_4127 clearfix,n/a,0 Months,none,4.62%,n/a,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$400,000",none,none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,yes,none,none,4.18%,N/A,N/A
Southern Cross Credit Union,4128,Platinum Home Loan,Platinum Home Loan (Investment),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan/6412,fragment product_id_4128 clearfix,n/a,0 Months,none,5.01%,n/a,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$400,000",none,none,95.00%,Investor,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,yes,none,none,4.58%,N/A,N/A
Southern Cross Credit Union,4129,Platinum Home Loan - Professional,Platinum Home Loan - Professional (Owner Occupier),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional/6413,fragment product_id_4129 clearfix,n/a,0 Months,none,4.43%,n/a,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,yes,none,none,3.98%,N/A,N/A
Southern Cross Credit Union,4130,Platinum Home Loan - Professional,Platinum Home Loan - Professional (Investment),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional/6413,fragment product_id_4130 clearfix,n/a,0 Months,none,4.82%,n/a,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Investor,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,yes,none,none,4.38%,N/A,N/A
Southern Cross Credit Union,4131,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Owner Occupier Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4131 clearfix,,0 Months,none,4.42%,3.98%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Owner Occupier,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,3.89%,Fixed 1 year rate,4131 Fixed 1 year rate
Southern Cross Credit Union,4131,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Owner Occupier Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4131 clearfix,,0 Months,none,4.41%,3.98%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Owner Occupier,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,3.89%,Fixed 2 year rate,4131 Fixed 2 year rate
Southern Cross Credit Union,4131,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Owner Occupier Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4131 clearfix,,0 Months,none,4.43%,3.98%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Owner Occupier,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,3.99%,Fixed 3 year rate,4131 Fixed 3 year rate
Southern Cross Credit Union,4131,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Owner Occupier Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4131 clearfix,,0 Months,none,4.53%,3.98%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Owner Occupier,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,4.29%,Fixed 4 year rate,4131 Fixed 4 year rate
Southern Cross Credit Union,4131,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Owner Occupier Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4131 clearfix,,0 Months,none,4.57%,3.98%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Owner Occupier,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,4.34%,Fixed 5 year rate,4131 Fixed 5 year rate
Southern Cross Credit Union,4132,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Investment Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4132 clearfix,,0 Months,none,4.82%,4.38%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Investment,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,4.35%,Fixed 1 year rate,4132 Fixed 1 year rate
Southern Cross Credit Union,4132,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Investment Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4132 clearfix,,0 Months,none,4.78%,4.38%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Investment,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,4.15%,Fixed 2 year rate,4132 Fixed 2 year rate
Southern Cross Credit Union,4132,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Investment Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4132 clearfix,,0 Months,none,4.78%,4.38%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Investment,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,4.24%,Fixed 3 year rate,4132 Fixed 3 year rate
Southern Cross Credit Union,4132,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Investment Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4132 clearfix,,0 Months,none,4.87%,4.38%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Investment,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,4.54%,Fixed 4 year rate,4132 Fixed 4 year rate
Southern Cross Credit Union,4132,Platinum Home Loan - Professional (Fixed),Platinum Home Loan - Professional (Investment Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan---Professional-Fixed/6416,fragment product_id_4132 clearfix,,0 Months,none,4.91%,4.38%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$750,000",none,none,95.00%,Investment,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,4.59%,Fixed 5 year rate,4132 Fixed 5 year rate
Southern Cross Credit Union,4133,Platinum Home Loan (Fixed),Platinum Home Loan (Owner Occupier Fixed),https://mozo.com.au/home-loans/information/southern-cross-credit-union/Platinum-Home-Loan-Fixed/6415,fragment product_id_4133 clearfix,,0 Months,none,4.60%,4.18%,$0.00,$275.00,$300.00,$150.00,none,$400.00,yearly,$0.00,"$400,000",none,none,95.00%,Owner Occupier,,Weekly Fortnightly Monthly,yes - free,no,yes - fees apply,$0.00,yes,no,none,none,3.99%,Fixed 1 year rate,4133 Fixed 1 year rate
